Ticker,CashAmount,ExDividendDate,RecordDate,PayDate,Frequency,DividendType,Currency
FINN,40,2025-02-18,2025-02-18,2025-03-07,4,CD,USD
MSEX,0.34,2025-02-18,2025-02-18,2025-03-03,4,CD,USD
MTG,0.13,2025-02-18,2025-02-18,2025-03-05,4,CD,USD
SO,0.72,2025-02-18,2025-02-18,2025-03-06,4,CD,USD
LFAE,2.07,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LFAF,2.5,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LFAI,3.09,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LFAJ,3.34,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LFAK,3.8,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LFAL,4.07,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LFAN,4.14,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LFAO,4.44,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LFAQ,4.72,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LFAR,4.97,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LFAU,5.02,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LFAV,4.92,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LFAW,5.42,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LFAX,5.77,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LFAZ,5.85,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LFBB,6.03,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LFBD,7.41,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LFBE,7.68,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LIAC,0.77,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LIAE,1.69,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LIAF,2.6,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LIAG,3.55,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LIAJ,4.38,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LIAK,4.95,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LIAM,5.97,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LIAO,6.74,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LIAP,7.33,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LIAQ,8.04,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LIAT,8.19,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LIAU,9.04,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LIAV,9.61,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LIAW,10.38,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LIAX,11.23,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LIAY,5.98,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
LIBD,6.59,2025-02-19,2025-02-19,2025-02-20,0,SC,USD
STE,0.57,2025-02-20,2025-02-20,2025-03-21,4,CD,USD
SNLC,0.5,2025-02-21,2025-02-21,2025-03-14,4,CD,USD
INPAP,1,2025-02-24,2025-02-24,2025-03-17,4,CD,USD
IP,0.4625,2025-02-24,2025-02-24,2025-03-17,4,CD,USD
SPGI,0.96,2025-02-26,2025-02-26,2025-03-12,4,CD,USD
CPF,0.27,2025-02-28,2025-02-28,2025-03-17,4,CD,USD
FTV,0.08,2025-02-28,2025-02-28,2025-03-28,4,CD,USD
SOHOB,0.5,2025-02-28,2025-02-28,2025-03-14,4,CD,USD
SOHON,0.515625,2025-02-28,2025-02-28,2025-03-14,4,CD,USD
SOHOO,0.4921875,2025-02-28,2025-02-28,2025-03-14,4,CD,USD
TRMK,0.24,2025-02-28,2025-03-01,2025-03-15,4,CD,USD
ASB,0.23,2025-03-03,2025-03-03,2025-03-17,4,CD,USD
ASBPRE,0.3671875,2025-03-03,2025-03-03,2025-03-17,4,CD,USD
ASBPRF,0.3515625,2025-03-03,2025-03-03,2025-03-17,4,CD,USD
FFBC,0.24,2025-03-03,2025-03-03,2025-03-17,4,CD,USD
HLI,0.57,2025-03-03,2025-03-03,2025-03-15,4,CD,USD
LMT,3.3,2025-03-03,2025-03-03,2025-03-28,4,CD,USD
SF,0.46,2025-03-03,2025-03-03,2025-03-17,4,CD,USD
SFPRB,0.390625,2025-03-03,2025-03-03,2025-03-17,4,CD,USD
SFPRC,0.3828125,2025-03-03,2025-03-03,2025-03-17,4,CD,USD
SFPRD,0.28125,2025-03-03,2025-03-03,2025-03-17,4,CD,USD
SSTK,0.33,2025-03-06,2025-03-06,2025-03-20,4,CD,USD
HFBA,0.41,2025-03-07,2025-03-07,2025-03-28,2,CD,USD
KMB,1.26,2025-03-07,2025-03-07,2025-04-02,4,CD,USD
TRTNPRA,0.53125,2025-03-07,2025-03-07,2025-03-14,4,CD,USD
TRTNPRB,0.5,2025-03-07,2025-03-07,2025-03-14,4,CD,USD
TRTNPRC,0.4609375,2025-03-07,2025-03-07,2025-03-14,4,CD,USD
TRTNPRD,0.4296875,2025-03-07,2025-03-07,2025-03-14,4,CD,USD
TRTNPRE,0.359375,2025-03-07,2025-03-07,2025-03-14,4,CD,USD
BDX,1.04,2025-03-10,2025-03-10,2025-03-31,4,CD,USD
UMBF,0.4,2025-03-10,2025-03-10,2025-04-01,4,CD,USD
CTBI,0.47,2025-03-14,2025-03-15,2025-04-01,4,CD,USD
FFIN,0.18,2025-03-14,2025-03-14,2025-04-01,4,CD,USD
FHN,0.15,2025-03-14,2025-03-14,2025-04-01,4,CD,USD
WMB,0.5,2025-03-14,2025-03-14,2025-03-31,4,CD,USD
MRK,0.81,2025-03-17,2025-03-17,2025-04-07,4,CD,USD
PLAZF,1.05,2025-03-21,2025-03-21,2025-03-26,2,CD,SEK
FHNPRE,0.40625,2025-03-26,2025-03-26,2025-04-10,4,CD,USD
FHNPRF,0.29375,2025-03-26,2025-03-26,2025-04-10,4,CD,USD
NOG,0.45,2025-03-28,2025-03-28,2025-04-30,4,CD,USD
GIS,0.6,2025-04-10,2025-04-10,2025-05-01,4,CD,USD
FHNPRC,0.4125,2025-04-16,2025-04-16,2025-05-01,4,CD,USD
GNGBF,4.6,2025-04-24,2025-04-24,2025-04-29,1,CD,SEK
ATLFF,1.5,2025-05-02,2025-05-02,2025-05-07,2,CD,SEK
ATLPF,1.5,2025-05-02,2025-05-02,2025-05-07,2,CD,SEK
HALFF,2.9,2025-05-21,2025-05-21,2025-05-27,1,CD,EUR
PLAZF,1.05,2025-09-26,2025-09-26,2025-10-01,2,CD,SEK
ATLFF,1.5,2025-10-21,2025-10-21,2025-10-24,2,CD,SEK
ATLPF,1.5,2025-10-21,2025-10-21,2025-10-24,2,CD,SEK
AMP,1.48,2025-02-10,2025-02-10,2025-02-28,4,CD,USD
CLB,0.01,2025-02-10,2025-02-10,2025-03-03,4,CD,USD
CQP,0.775,2025-02-10,2025-02-10,2025-02-14,4,CD,USD
CQP,0.045,2025-02-10,2025-02-10,2025-02-14,4,CD,USD
CWT,0.04,2025-02-10,2025-02-10,2025-02-21,0,SC,USD
CWT,0.3,2025-02-10,2025-02-10,2025-02-21,4,CD,USD
FIBK,0.47,2025-02-10,2025-02-10,2025-02-20,4,CD,USD
GLP,0.74,2025-02-10,2025-02-10,2025-02-14,4,CD,USD
GWW,2.05,2025-02-10,2025-02-10,2025-03-01,4,CD,USD
LAZ,0.5,2025-02-10,2025-02-10,2025-02-21,4,CD,USD
LVS,0.25,2025-02-10,2025-02-10,2025-02-19,4,CD,USD
MATW,0.25,2025-02-10,2025-02-10,2025-02-24,4,CD,USD
OHI,0.67,2025-02-10,2025-02-10,2025-02-18,4,CD,USD
SJW,0.42,2025-02-10,2025-02-10,2025-03-03,4,CD,USD
WBS,0.4,2025-02-10,2025-02-10,2025-02-20,4,CD,USD
ASML,1.585512,2025-02-11,2025-02-11,2025-02-19,4,CD,USD
ASMLF,1.52,2025-02-11,2025-02-11,2025-02-19,4,CD,EUR
BORT,0.225,2025-02-11,2025-02-11,2025-02-18,4,CD,USD
DLB,0.33,2025-02-11,2025-02-11,2025-02-19,4,CD,USD
ETD,0.39,2025-02-11,2025-02-11,2025-02-26,4,CD,USD
FBK,0.19,2025-02-11,2025-02-11,2025-02-25,4,CD,USD
BOKF,0.57,2025-02-12,2025-02-12,2025-02-26,4,CD,USD
HMENF,0.025,2025-02-12,2025-02-12,2025-02-26,4,CD,CAD
HNVR,0.1,2025-02-12,2025-02-12,2025-02-19,4,CD,USD
KRNY,0.11,2025-02-12,2025-02-12,2025-02-26,4,CD,USD
LEVI,0.13,2025-02-12,2025-02-12,2025-02-28,4,CD,USD
MTFC,1.15,2025-02-12,2025-02-12,2025-02-14,2,CD,USD
NXST,1.86,2025-02-12,2025-02-12,2025-02-26,4,CD,USD
RCBC,0.4,2025-02-12,2025-02-12,2025-02-26,4,CD,USD
SFBC,0.19,2025-02-12,2025-02-12,2025-02-26,4,CD,USD
TTEK,0.058,2025-02-12,2025-02-12,2025-02-26,4,CD,USD
URI,1.79,2025-02-12,2025-02-12,2025-02-26,4,CD,USD
WCFB,0.05,2025-02-12,2025-02-12,2025-02-21,4,CD,USD
WINA,0.9,2025-02-12,2025-02-12,2025-03-03,4,CD,USD
DCI,0.27,2025-02-13,2025-02-13,2025-02-28,4,CD,USD
MTRAF,0.37,2025-02-13,2025-02-13,2025-03-11,4,CD,CAD
SPNTPRB,0.5,2025-02-13,2025-02-13,2025-02-28,4,CD,USD
STBA,0.34,2025-02-13,2025-02-13,2025-02-27,4,CD,USD
UTL,0.45,2025-02-13,2025-02-13,2025-02-28,4,CD,USD
AIT,0.46,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
BRKL,0.135,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
BWBBP,0.3672,2025-02-14,2025-02-14,2025-03-04,4,CD,USD
CBFV,0.25,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
CCEL,0.25,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
FNWB,0.07,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
HWKN,0.18,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
NACB,0.21,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
PCB,0.2,2025-02-14,2025-02-14,2025-02-21,4,CD,USD
RPT,0.06,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
SCHW,0.27,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
SCHWPRD,0.372,2025-02-14,2025-02-14,2025-03-03,4,CD,USD
SCHWPRJ,0.27825,2025-02-14,2025-02-14,2025-03-03,4,CD,USD
SIGI,0.38,2025-02-14,2025-02-14,2025-03-03,4,CD,USD
HIW,0.5,2025-02-18,2025-02-18,2025-03-11,4,CD,USD
LSTR,0.36,2025-02-18,2025-02-18,2025-03-11,4,CD,USD
MTRN,0.135,2025-02-20,2025-02-20,2025-03-07,4,CD,USD
ACNB,0.32,2025-02-28,2025-02-28,2025-03-14,4,CD,USD
ATLCP,0.476563,2025-02-28,2025-03-01,2025-03-17,4,CD,USD
PBSV,0.075,2025-02-28,2025-02-28,2025-03-20,0,SC,USD
SIGIP,0.2875,2025-02-28,2025-02-28,2025-03-17,4,CD,USD
VIRT,0.24,2025-02-28,2025-02-28,2025-03-17,4,CD,USD
WBSPRF,0.328125,2025-02-28,2025-03-02,2025-03-17,4,CD,USD
BALL,0.2,2025-03-03,2025-03-03,2025-03-17,4,CD,USD
BERY,0.31,2025-03-03,2025-03-03,2025-03-17,4,CD,USD
BPYPM,0.390625,2025-03-03,2025-03-03,2025-03-31,4,CD,USD
BPYPN,0.359375,2025-03-03,2025-03-03,2025-03-31,4,CD,USD
BPYPO,0.3984375,2025-03-03,2025-03-03,2025-03-31,4,CD,USD
BPYPP,0.40625,2025-03-03,2025-03-03,2025-03-31,4,CD,USD
ES,0.7525,2025-03-04,2025-03-04,2025-03-31,4,CD,USD
AJG,0.65,2025-03-07,2025-03-07,2025-03-21,4,CD,USD
BAC,0.26,2025-03-07,2025-03-07,2025-03-28,4,CD,USD
BLK,5.21,2025-03-07,2025-03-07,2025-03-24,4,CD,USD
RCI,0.5,2025-03-10,2025-03-10,2025-04-02,4,CD,CAD
RCIAF,0.5,2025-03-10,2025-03-10,2025-04-02,4,CD,CAD
VFC,0.09,2025-03-10,2025-03-10,2025-03-20,4,CD,USD
FNV,0.38,2025-03-13,2025-03-13,2025-03-27,4,CD,USD
NDAQ,0.24,2025-03-14,2025-03-14,2025-03-28,4,CD,USD
SAMG,0.2,2025-03-14,2025-03-14,2025-03-21,4,CD,USD
EXCOF,0.105,2025-03-17,2025-03-17,2025-03-31,4,CD,CAD
HGRVF,0.185,2025-03-21,2025-03-21,2025-04-08,2,CD,GBP
CP,0.19,2025-03-28,2025-03-28,2025-04-28,4,CD,CAD
OFG,0.3,2025-03-31,2025-03-31,2025-04-15,4,CD,USD
WBSPRG,0.40625,2025-03-31,2025-03-31,2025-04-15,4,CD,USD
SCVPF,2.5,2025-04-03,2025-04-03,2025-04-22,2,CD,THB
SCVUF,2.5,2025-04-03,2025-04-03,2025-04-24,2,CD,THB
SVKEF,3,2025-04-03,2025-04-03,2025-04-08,0,SC,SEK
SVKEF,8.5,2025-04-03,2025-04-03,2025-04-08,1,CD,SEK
VLVLY,0.954805,2025-04-04,2025-04-04,2025-04-24,0,SC,USD
VLVLY,0.727471,2025-04-04,2025-04-04,2025-04-24,1,CD,USD
VOLAF,8,2025-04-04,2025-04-04,2025-04-09,1,CD,SEK
VOLAF,10.5,2025-04-04,2025-04-04,2025-04-09,1,CD,SEK
VOLVF,8,2025-04-04,2025-04-04,2025-04-09,1,CD,SEK
VOLVF,10.5,2025-04-04,2025-04-04,2025-04-09,1,CD,SEK
BACRP,1.75,2025-04-11,2025-04-11,2025-04-25,4,CD,USD
BRRDF,4.25,2025-04-14,2025-04-14,2025-04-23,1,CD,NOK
CLOEF,1.1,2025-04-14,2025-04-14,2025-04-17,1,CD,SEK
ASML,1.919304,2025-04-28,2025-04-28,2025-05-06,4,CD,USD
ASMLF,1.84,2025-04-28,2025-04-28,2025-05-06,4,CD,EUR
TBABF,7.5,2025-04-28,2025-04-28,2025-05-02,1,CD,SEK
AKZOF,1.54,2025-04-30,2025-04-30,2025-05-07,2,CD,EUR
SSAAF,2.6,2025-05-02,2025-05-02,2025-05-07,1,CD,SEK
SSABF,2.6,2025-05-02,2025-05-02,2025-05-07,1,CD,SEK
LZAGF,4,2025-05-14,2025-05-14,2025-05-15,1,CD,CHF
AAPL,0.25,2025-02-10,2025-02-10,2025-02-13,4,CD,USD
AROW,0.28,2025-02-10,2025-02-10,2025-02-24,4,CD,USD
CDRPRB,0.453125,2025-02-10,2025-02-10,2025-02-20,4,CD,USD
CDRPRC,0.40625,2025-02-10,2025-02-10,2025-02-20,4,CD,USD
HCBC,0.5,2025-02-10,2025-02-10,2025-02-24,4,CD,USD
MDVT,0.25,2025-02-10,2025-02-10,2025-02-14,4,CD,USD
MPX,0.7,2025-02-10,2025-02-10,2025-03-10,0,SC,USD
MPX,0.14,2025-02-10,2025-02-10,2025-03-10,4,CD,USD
NMM,0.05,2025-02-10,2025-02-10,2025-02-13,4,CD,USD
NOMD,0.17,2025-02-10,2025-02-10,2025-02-26,4,CD,USD
PSKRY,0.708378,2025-02-10,2025-02-10,2025-02-28,4,CD,USD
RES,0.04,2025-02-10,2025-02-10,2025-03-10,4,CD,USD
UG,0.35,2025-02-10,2025-02-10,2025-02-18,2,CD,USD
X,0.05,2025-02-10,2025-02-10,2025-03-12,4,CD,USD
BKR,0.23,2025-02-11,2025-02-11,2025-02-21,4,CD,USD
JHG,0.39,2025-02-11,2025-02-11,2025-02-27,4,CD,USD
PBNC,0.57,2025-02-11,2025-02-11,2025-02-27,4,CD,USD
V,0.59,2025-02-11,2025-02-11,2025-03-03,4,CD,USD
AROC,0.19,2025-02-12,2025-02-12,2025-02-19,4,CD,USD
SASR,0.34,2025-02-12,2025-02-12,2025-02-19,4,CD,USD
HTH,0.18,2025-02-13,2025-02-13,2025-02-27,4,CD,USD
PFSI,0.3,2025-02-13,2025-02-13,2025-02-23,4,CD,USD
RMD,0.53,2025-02-13,2025-02-13,2025-03-20,4,CD,USD
ALE,0.73,2025-02-14,2025-02-14,2025-03-01,4,CD,USD
ARR,0.24,2025-02-14,2025-02-14,2025-02-27,12,CD,USD
BFH,0.21,2025-02-14,2025-02-14,2025-03-21,4,CD,USD
BFIN,0.1,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
CBBI,0.1,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
CCNEP,0.4453125,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
CF,0.5,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
DMF,0.019,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
DSM,0.018,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
ESQ,0.175,2025-02-14,2025-02-14,2025-03-03,4,CD,USD
FCFS,0.38,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
GEN,0.125,2025-02-14,2025-02-17,2025-03-12,4,CD,USD
INFT,0.07,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
LEO,0.019,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
OSK,0.51,2025-02-14,2025-02-17,2025-03-03,4,CD,USD
OTIS,0.39,2025-02-14,2025-02-14,2025-03-07,4,CD,USD
PSTL,0.2425,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
RANKF,0.0065,2025-02-14,2025-02-14,2025-03-13,0,SC,GBP
REYN,0.23,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
SHEL,0.716,2025-02-14,2025-02-14,2025-03-24,4,CD,USD
SW,0.4308,2025-02-14,2025-02-14,2025-03-18,4,CD,USD
SXC,0.12,2025-02-14,2025-02-17,2025-03-03,4,CD,USD
ATKR,0.32,2025-02-18,2025-02-18,2025-02-28,4,CD,USD
BKOR,0.12,2025-02-18,2025-02-18,2025-03-03,4,CD,USD
CNOB,0.18,2025-02-18,2025-02-18,2025-03-03,4,CD,USD
CNOBP,0.328125,2025-02-18,2025-02-18,2025-03-03,4,CD,USD
MUR,0.325,2025-02-18,2025-02-18,2025-03-03,4,CD,USD
ZWS,0.09,2025-02-20,2025-02-20,2025-03-07,4,CD,USD
J,0.32,2025-02-21,2025-02-21,2025-03-21,4,CD,USD
VOYA,0.45,2025-02-25,2025-02-25,2025-03-27,4,CD,USD
VOYAPRB,0.334375,2025-02-25,2025-02-25,2025-03-17,4,CD,USD
PEXUF,5.125,2025-02-26,2025-02-26,2025-04-23,2,CD,THB
PTXLF,5.125,2025-02-26,2025-02-26,2025-04-22,2,CD,THB
BAFN,0.08,2025-02-28,2025-03-01,2025-03-15,4,CD,USD
BIOYF,0.05,2025-02-28,2025-02-28,2025-03-14,4,CD,CAD
BIP,0.43,2025-02-28,2025-02-28,2025-03-31,4,CD,USD
BIPC,0.43,2025-02-28,2025-02-28,2025-03-31,4,CD,USD
BIPPRA,0.320313,2025-02-28,2025-02-28,2025-03-17,4,CD,USD
BIPPRB,0.3125,2025-02-28,2025-02-28,2025-03-17,4,CD,USD
BRIPF,0.402875,2025-02-28,2025-02-28,2025-03-31,4,CD,CAD
CFRPRB,0.278125,2025-02-28,2025-02-28,2025-03-17,4,CD,USD
HII,1.35,2025-02-28,2025-02-28,2025-03-14,4,CD,USD
NNI,0.28,2025-02-28,2025-02-28,2025-03-14,4,CD,USD
FNB,0.12,2025-03-03,2025-03-03,2025-03-15,4,CD,USD
MCK,0.71,2025-03-03,2025-03-03,2025-04-01,4,CD,USD
PII,0.67,2025-03-03,2025-03-03,2025-03-17,4,CD,USD
AVY,0.88,2025-03-05,2025-03-05,2025-03-19,4,CD,USD
CI,1.51,2025-03-05,2025-03-05,2025-03-20,4,CD,USD
HWC,0.45,2025-03-05,2025-03-05,2025-03-17,4,CD,USD
VNOM,0.35,2025-03-06,2025-03-06,2025-03-13,4,CD,USD
VNOM,0.3,2025-03-06,2025-03-06,2025-03-13,4,CD,USD
KNYJF,1.8,2025-03-07,2025-03-07,2025-03-14,1,CD,EUR
CNI,0.8875,2025-03-10,2025-03-10,2025-03-31,4,CD,CAD
SOCGM,0.375,2025-03-10,2025-03-10,2025-04-15,4,CD,USD
SOCGP,0.375,2025-03-10,2025-03-10,2025-04-15,4,CD,USD
FIS,0.4,2025-03-11,2025-03-11,2025-03-25,4,CD,USD
SR,0.785,2025-03-11,2025-03-11,2025-04-02,4,CD,USD
TRUX,1,2025-03-11,2025-03-11,2025-03-25,0,SC,USD
TRUX,0.5,2025-03-11,2025-03-11,2025-03-25,4,CD,USD
HPQ,0.2894,2025-03-12,2025-03-12,2025-04-02,4,CD,USD
CURI,0.03,2025-03-14,2025-03-14,2025-03-28,4,CD,USD
EDVMF,0.57,2025-03-14,2025-03-14,2025-04-15,2,CD,USD
SFNC,0.2125,2025-03-14,2025-03-14,2025-04-01,4,CD,USD
MBNKP,0.5,2025-03-17,2025-03-17,2025-04-01,4,CD,USD
MEOH,0.185,2025-03-17,2025-03-17,2025-03-31,4,CD,USD
AROW,0.28,2025-02-10,2025-02-10,2025-02-24,4,CD,USD
CDRPRB,0.453125,2025-02-10,2025-02-10,2025-02-20,4,CD,USD
CDRPRC,0.40625,2025-02-10,2025-02-10,2025-02-20,4,CD,USD
HCBC,0.5,2025-02-10,2025-02-10,2025-02-24,4,CD,USD
MDVT,0.25,2025-02-10,2025-02-10,2025-02-14,4,CD,USD
MPX,0.7,2025-02-10,2025-02-10,2025-03-10,0,SC,USD
MPX,0.14,2025-02-10,2025-02-10,2025-03-10,4,CD,USD
NMM,0.05,2025-02-10,2025-02-10,2025-02-13,4,CD,USD
NOMD,0.17,2025-02-10,2025-02-10,2025-02-26,4,CD,USD
PSKRY,0.708378,2025-02-10,2025-02-10,2025-02-28,4,CD,USD
RES,0.04,2025-02-10,2025-02-10,2025-03-10,4,CD,USD
UG,0.35,2025-02-10,2025-02-10,2025-02-18,2,CD,USD
X,0.05,2025-02-10,2025-02-10,2025-03-12,4,CD,USD
BKR,0.23,2025-02-11,2025-02-11,2025-02-21,4,CD,USD
JHG,0.39,2025-02-11,2025-02-11,2025-02-27,4,CD,USD
PBNC,0.57,2025-02-11,2025-02-11,2025-02-27,4,CD,USD
V,0.59,2025-02-11,2025-02-11,2025-03-03,4,CD,USD
AROC,0.19,2025-02-12,2025-02-12,2025-02-19,4,CD,USD
SASR,0.34,2025-02-12,2025-02-12,2025-02-19,4,CD,USD
HTH,0.18,2025-02-13,2025-02-13,2025-02-27,4,CD,USD
PFSI,0.3,2025-02-13,2025-02-13,2025-02-23,4,CD,USD
RMD,0.53,2025-02-13,2025-02-13,2025-03-20,4,CD,USD
ARR,0.24,2025-02-14,2025-02-14,2025-02-27,12,CD,USD
BFH,0.21,2025-02-14,2025-02-14,2025-03-21,4,CD,USD
BFIN,0.1,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
CBBI,0.1,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
CCNEP,0.4453125,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
CF,0.5,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
DMF,0.019,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
DSM,0.018,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
ESQ,0.175,2025-02-14,2025-02-14,2025-03-03,4,CD,USD
FCFS,0.38,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
GEN,0.125,2025-02-14,2025-02-17,2025-03-12,4,CD,USD
INFT,0.07,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
LEO,0.019,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
OSK,0.51,2025-02-14,2025-02-17,2025-03-03,4,CD,USD
OTIS,0.39,2025-02-14,2025-02-14,2025-03-07,4,CD,USD
PSTL,0.2425,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
RANKF,0.0065,2025-02-14,2025-02-14,2025-03-13,0,SC,GBP
REYN,0.23,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
SHEL,0.716,2025-02-14,2025-02-14,2025-03-24,4,CD,USD
SW,0.4308,2025-02-14,2025-02-14,2025-03-18,4,CD,USD
SXC,0.12,2025-02-14,2025-02-17,2025-03-03,4,CD,USD
ATKR,0.32,2025-02-18,2025-02-18,2025-02-28,4,CD,USD
BKOR,0.12,2025-02-18,2025-02-18,2025-03-03,4,CD,USD
CNOB,0.18,2025-02-18,2025-02-18,2025-03-03,4,CD,USD
CNOBP,0.328125,2025-02-18,2025-02-18,2025-03-03,4,CD,USD
MUR,0.325,2025-02-18,2025-02-18,2025-03-03,4,CD,USD
ZWS,0.09,2025-02-20,2025-02-20,2025-03-07,4,CD,USD
J,0.32,2025-02-21,2025-02-21,2025-03-21,4,CD,USD
VOYA,0.45,2025-02-25,2025-02-25,2025-03-27,4,CD,USD
VOYAPRB,0.334375,2025-02-25,2025-02-25,2025-03-17,4,CD,USD
PEXUF,5.125,2025-02-26,2025-02-26,2025-04-23,2,CD,THB
PTXLF,5.125,2025-02-26,2025-02-26,2025-04-22,2,CD,THB
BAFN,0.08,2025-02-28,2025-03-01,2025-03-15,4,CD,USD
BIOYF,0.05,2025-02-28,2025-02-28,2025-03-14,4,CD,CAD
BIP,0.43,2025-02-28,2025-02-28,2025-03-31,4,CD,USD
BIPC,0.43,2025-02-28,2025-02-28,2025-03-31,4,CD,USD
BIPPRA,0.320313,2025-02-28,2025-02-28,2025-03-17,4,CD,USD
BIPPRB,0.3125,2025-02-28,2025-02-28,2025-03-17,4,CD,USD
BRIPF,0.402875,2025-02-28,2025-02-28,2025-03-31,4,CD,CAD
CFRPRB,0.278125,2025-02-28,2025-02-28,2025-03-17,4,CD,USD
HII,1.35,2025-02-28,2025-02-28,2025-03-14,4,CD,USD
NNI,0.28,2025-02-28,2025-02-28,2025-03-14,4,CD,USD
FNB,0.12,2025-03-03,2025-03-03,2025-03-15,4,CD,USD
MCK,0.71,2025-03-03,2025-03-03,2025-04-01,4,CD,USD
PII,0.67,2025-03-03,2025-03-03,2025-03-17,4,CD,USD
AVY,0.88,2025-03-05,2025-03-05,2025-03-19,4,CD,USD
CI,1.51,2025-03-05,2025-03-05,2025-03-20,4,CD,USD
HWC,0.45,2025-03-05,2025-03-05,2025-03-17,4,CD,USD
VNOM,0.35,2025-03-06,2025-03-06,2025-03-13,4,CD,USD
VNOM,0.3,2025-03-06,2025-03-06,2025-03-13,4,CD,USD
KNYJF,1.8,2025-03-07,2025-03-07,2025-03-14,1,CD,EUR
CNI,0.8875,2025-03-10,2025-03-10,2025-03-31,4,CD,CAD
SOCGM,0.375,2025-03-10,2025-03-10,2025-04-15,4,CD,USD
SOCGP,0.375,2025-03-10,2025-03-10,2025-04-15,4,CD,USD
FIS,0.4,2025-03-11,2025-03-11,2025-03-25,4,CD,USD
SR,0.785,2025-03-11,2025-03-11,2025-04-02,4,CD,USD
TRUX,0.5,2025-03-11,2025-03-11,2025-03-25,4,CD,USD
TRUX,1,2025-03-11,2025-03-11,2025-03-25,0,SC,USD
HPQ,0.2894,2025-03-12,2025-03-12,2025-04-02,4,CD,USD
CURI,0.03,2025-03-14,2025-03-14,2025-03-28,4,CD,USD
EDVMF,0.57,2025-03-14,2025-03-14,2025-04-15,2,CD,USD
SFNC,0.2125,2025-03-14,2025-03-14,2025-04-01,4,CD,USD
MBNKP,0.5,2025-03-17,2025-03-17,2025-04-01,4,CD,USD
MEOH,0.185,2025-03-17,2025-03-17,2025-03-31,4,CD,USD
